Data Type,HTS Number,Description,2024,
FAS Value,3213,"ARTISTS', STUDENTS' OR SIGNBOARD PAINTERS' COLORS, MODIFYING TINTS ETC., IN TABLETS, TUBES, JARS, BOTTLES OR IN SIMILAR FORMS OR PACKINGS",61583966.00,
FAS Value,3214,"GLAZIERS' PUTTY, CAULKING COMPOUNDS AND OTHER MASTICS; PAINTERS' FILLINGS; NONREFRACTORY SURFACING PREPARATIONS FOR FACADES, INDOOR WALLS, FLOORS ETC.",1131356762.00,
FAS Value,3215,"PRINTING INK, WRITING OR DRAWING INK AND OTHER INKS, WHETHER OR NOT CONCENTRATED OR SOLID",784993969.00,
FAS Value,3301,"ESSENTIAL OILS, CONCRETES AND ABSOLUTES; RESINOID;EXTRACTED OLEORESINS; CONCEN OF ESSEN OILS AND TERPENIC BY PRODS; AQUEOUS SOLUTNS ETC. OF ESSEN OIL",751828298.00,
FAS Value,3302,"MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES BASED ON ONE OR MORE ODORIFEROUS SUBSTANCES, OF A KIND USED AS RAW MATERIALS IN INDUSTRY OR BEV MFG",2819324130.00,
FAS Value,3303,PERFUMES AND TOILET WATERS,2074686921.00,
FAS Value,3304,"BEAUTY OR MAKE-UP AND SKIN-CARE PREPARATIONS (OTHER THAN MEDICAMENTS), INCLUDING SUNSCREENS ETC.; MANICURE OR PEDICURE PREPARATIONS",6193018765.00,
FAS Value,3305,PREPARATIONS FOR USE ON THE HAIR,1679029807.00,
FAS Value,3306,"PREPARATIONS FOR ORAL OR DENTAL HYGIENE, INCLUDING DENTURE FIXATIVE PASTES AND POWDERS; DENTAL FLOSS YARN",581124572.00,
FAS Value,3307,"PERSONAL PERFUMERY, COSMETIC OR TOILET PREPARATIONS NESOI, INCLUDING SHAVING AND BATH PREPARATIONS AND DEODORANTS ETC.; PREPARED ROOM DEODORIZERS",1256567445.00,
FAS Value,3401,"SOAP; ORGANIC SURFACE-ACTIVE PRODUCTS FOR USE AS SOAP, IN BARS, CAKES ETC.; PAPER, WADDING, FELT ETC., IMPREGNATED OR COATED WITH SOAP OR DETERGENT",1239932355.00,
FAS Value,3402,"ORGANIC SURFACE-ACTIVE AGENTS (OTHER THAN SOAP); SURFACE-ACTIVE, WASHING, AND CLEANING PREPARATIONS, WHETHER OR NOT CONTAINING SOAP, NESOI",3805816654.00,
FAS Value,3403,"LUBRICATING PREPARATIONS; ANTIRUST ETC. PREPARATIONS BASED ON LUBRICANTS; PREPARATIONS FOR THE OIL OR GREASE TREATMENT OF TEXTILES, LEATHER, FURS ETC.",2011535699.00,
FAS Value,3404,ARTIFICIAL WAXES AND PREPARED WAXES,501457545.00,
FAS Value,3405,"POLISHES AND CREAMS, FOR FOOTWEAR, FURNITURE, FLOORS, COACHWORK, GLASS OR METAL; SCOURING PASTES, POWDERS AND PREPARATIONS NESOI",491742649.00,
FAS Value,3406,"CANDLES, TAPERS AND THE LIKE",179521699.00,
FAS Value,3407,"MODELING PASTES, INCLUDING THOSE FOR CHILDREN; DENTAL IMPRESSION COMPOUNDS; PREPARATIONS FOR USE IN DENTISTRY, WITH A BASIS OF PLASTER",74821806.00,
FAS Value,3501,"CASEIN, CASEINATES AND OTHER CASEIN DERIVATIVES; CASEIN GLUES",79784082.00,
FAS Value,3502,"ALBUMINS (INCL CNCENTRTES TWO/MORE WHEY PROTEINS, CNTNG BY WEIGHT MORE THN 80% WHEY PROTEINS CALCULATED ON DRY MATTR), ALBUMINATES & OTH ALBUMIN DERIV",865854367.00,
FAS Value,3503,GELATIN (INCLUDING GELATIN IN RECTANGULAR OR SQUARE SHEETS) AND GELATIN DERIVATIVES; ISINGLASS; OTHER GLUE OF ANIMAL ORIGIN (EXCEPT CASEIN GLUE) NESOI,85105298.00,
FAS Value,3504,"PEPTONES AND DERIVATIVES; OTHER PROTEINS AND DERIVATIVES, NESOI; HIDE POWDER, CHROMED OR NOT",657004533.00,
FAS Value,3505,"DEXTRINS AND OTHER MODIFIED STARCHES; GLUES BASED ON STARCHES, OR ON DEXTRINS OR OTHER MODIFIED STARCHES",474653227.00,
FAS Value,3506,"PREPARED GLUES AND ADHESIVES NESOI; PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES, PACKAGED FOR RETAIL SALE, WITH NET WEIGHT NOT OVER 1 KG (2.2 LBS)",1707478235.00,
FAS Value,3507,ENZYMES; PREPARED ENZYMES NESOI,1026078206.00,
FAS Value,3601,PROPELLANT POWDERS,262900673.00,
FAS Value,3602,"PREPARED EXPLOSIVES, OTHER THAN PROPELLENT POWDERS",339836703.00,
FAS Value,3603,SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS,359724868.00,
FAS Value,3604,"FIREWORKS, SIGNALLING FLARES, RAIN ROCKETS, FOG SIGNALS AND OTHER PYROTECHNIC ARTICLES",90454357.00,
FAS Value,3605,"MATCHES, OTHER THAN PYROTECHNIC ARTICLES",1201910.00,
FAS Value,3606,FERROCERIUM AND OTHER PYROPHORIC ALLOYS IN ALL FORMS; ARTICLES OF SPECIFIED COMBUSTIBLE MATERIALS,25714436.00,
FAS Value,3701,"PHOTOGRAPHIC PLATES AND FILM, FLAT, SENSITIZED, UNEXPOSED, NOT OF PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM, FLAT, SENSITIZED, UNEXPOSED",393799533.00,
FAS Value,3702,"PHOTOGRAPHIC FILM IN ROLLS, SENSITIZED, UNEXPOSED, NOT OF PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITIZED, UNEXPOSED",507926316.00,
FAS Value,3703,"PHOTOGRAPHIC PAPER, PAPERBOARD AND TEXTILES, SENSITIZED, UNEXPOSED",7708512.00,
FAS Value,3704,"PHOTOGRAPHIC PLATES, FILM, PAPER, PAPERBOARD AND TEXTILES, EXPOSED BUT NOT DEVELOPED",1924392.00,
FAS Value,3705,"PHOTOGRAPHIC PLATES AND FILM (OTHER THAN MOTION-PICTURE FILM), EXPOSED AND DEVELOPED",989026231.00,
FAS Value,3706,"MOTION-PICTURE FILM, EXPOSED AND DEVELOPED, WITH OR WITHOUT SOUND TRACK OR CONSISTING ONLY OF SOUND TRACK",650890.00,
FAS Value,3707,"CHEMICAL PREPARATIONS FOR USE IN PHOTOGRAPHY; UNMIXED PRODUCTS FOR PHOTOGRAPHIC USES, PACKAGED IN MEASURED PORTIONS READY FOR USE OR RETAIL SALE",596934138.00,
FAS Value,3801,"ARTIFICIAL GRAPHITE; COLLOIDAL GRAPHITE; PREPARATIONS BASED ON GRAPHITE OR OTHER CARBON IN PASTES, BLOCKS, PLATES OR OTHER SEMIMANUFACTURES",209700900.00,
FAS Value,3802,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK",518549123.00,
FAS Value,3803,"TALL OIL, WHETHER OR NOT REFINED",273511711.00,
FAS Value,3804,"RESIDUAL LYES FROM THE MANUFACTURE OF WOOD PULP, WHETHER OR NOT CONCENTRATED, DESUGARED ETC., INCLUDING LIGNIN SULFONATES, BUT EXCLUDING TALL OIL",72639502.00,
FAS Value,3805,"GUM, WOOD OR SULFATE TURPENTINE ETC. FROM CONIFEROUS WOODS; CRUDE DIPENTENE; SULFITE TURPENTINE ETC.; PINE OIL WITH ALPHA-TERPINEOL PREDOMINATING",37414482.00,
FAS Value,3806,ROSIN AND RESIN ACIDS AND DERIVATIVES THEREOF; ROSIN SPIRIT AND ROSIN OILS; RUN GUMS,105649091.00,
FAS Value,3807,"WOOD TAR; WOOD TAR OILS; WOOD CRESOTE; WOOD NAPHTHA; VEGETABLE PITCH; BREWERS' PITCH AND LIKE PRODUCTS BASED ON ROSIN, RESIN ACIDS OR VEGETABLE PITCH",42824381.00,
FAS Value,3808,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTISPROUTING PRODUCTS ETC., PACKAGED FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES",4830215514.00,
FAS Value,3809,"FINISHING AGENTS, DYE CARRIERS AND OTHER PREPARATIONS (DRESSINGS, MORDANTS ETC.) USED IN THE TEXTILE, PAPER, LEATHER OR LIKE INDUSTRIES, NESOI",446948411.00,
FAS Value,3810,"PICKLING PREPARATIONS FOR METAL SURFACES; SOLDERING, BRAZING OR WELDING FLUXES, POWDERS AND PASTES ETC.; CORES OR COATINGS FOR WELDING ELECTRODES ETC.",280256171.00,
FAS Value,3811,ANTIKNOCK PREPARATIONS AND OTHER ADDITIVES FOR MINERAL OILS (INCLUDING GASOLINE) OR FOR OTHER LIQUIDS USED FOR THE SAME PURPOSES AS MINERAL OILS,3090584266.00,
FAS Value,3812,PREPARED RUBBER ACCELERATORS: COMPOUND PLASTICIZERS NESOI AND ANTIOXIDIZING PREPARATIONS AND OTHER COMPOUND STABILIZERS FOR RUBBER OR PLASTICS,496014665.00,
FAS Value,3813,PREPARATIONS AND CHARGES FOR FIRE-EXTINGUISHERS; CHARGED FIRE-EXTINGUISHNG GRENADES,74379292.00,
FAS Value,3814,"ORGANIC COMPOSITE SOLVENTS AND THINNERS, NESOI; PREPARED PAINT OR VARNISH REMOVERS",248685461.00,
FAS Value,3815,"REACTION INITIATORS, REACTION ACCELERATORS AND CATALYTIC PREPARATIONS NESOI",4686230458.00,
FAS Value,3816,"REFRACTORY CEMENTS, MORTARS, CONCRETES, AND SIMILAR COMPOSITIONS (EXCEPT OF GRAPHITE OR OTHER CARBON PREPARATIONS), NESOI",230872368.00,
FAS Value,3817,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES NESOI,282367647.00,
FAS Value,3818,"CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN THE FORM OF DISCS, WAFERS OR SIMILAR FORMS; CHEMICAL COMPOUNDS DOPED FOR USE IN ELECTRONICS",2063003670.00,
FAS Value,3819,"HYDRAULIC BRAKE FLUIDS AND PREPARED LIQUIDS FOR HYDRAULIC TRANSMISSION, WITH LESS THAN 70% (IF ANY) BY WEIGHT OF PETROLEUM OR BITUMINOUS MINERAL OILS",178798152.00,
FAS Value,3820,ANTIFREEZING PREPARATIONS AND PREPARED DEICING FLUIDS,219377562.00,
FAS Value,3821,PREPARED CULTURE MEDIA FOR DEVELOPMENT OF MICROORGANISMS,843858181.00,
FAS Value,3822,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER THAN PHARMACEUTICAL PREPARATIONS OF HEADING 3002 OR 3006",10727371146.00,
FAS Value,3823,INDUSTRIAL MONOCARBOXYLIC FATTY ACIDS; ACID OILS FROM REFINING; INDUSTRIAL FATTY ALCOHOLS,492896151.00,
FAS Value,3824,"BINDERS MADE FOR FOUNDRY MOLDS OR CORES; CHEMICAL PRODUCTS AND PREPARATIONS, INCLUDING RESIDUAL PRODUCTS, OF THE CHEMICAL OR ALLIED INDUSTRIES, NESOI",5843225511.00,
FAS Value,3825,"RESIDUAL PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES, NESOI; MUNICIPAL WASTE; SEWAGE SLUDGE; OTHER WASTE SPECIFIED IN NOTE 6 TO THIS CHAPTER",48128328.00,
FAS Value,3826,"BIODIESEL AND MIXTURES THEREOF, NOT CONTAINING OR CONTAINING LESS THAN 70% BY WEIGHT OF PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MINERALS",798375225.00,
FAS Value,3827,"MIXTURES CONTAINING HALOGENATED DERIVATIVES OF METHANE, ETHANE OR PROPANE, NOT ELSEWHERE SPECIFIED OR INCLUDED",112372995.00,
FAS Value,3901,"POLYMERS OF ETHYLENE, IN PRIMARY FORMS",16469221612.00,
FAS Value,3902,"POLYMERS OF PROPYLENE OR OF OTHER OLEFINS, IN PRIMARY FORMS",4262211721.00,
FAS Value,3903,"POLYMERS OF STYRENE, IN PRIMARY FORMS",1443010406.00,
FAS Value,3904,"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS",3931613692.00,
FAS Value,3905,"POLYMERS OF VINYL ACETATE OR OF OTHER VINYL ESTERS, IN PRIMARY FORMS; VINYL POLYMERS NESOI, IN PRIMARY FORMS",914644369.00,
FAS Value,3906,"ACRYLIC POLYMERS, IN PRIMARY FORMS",1878744458.00,
FAS Value,3907,"POLYACETALS, OTHER POLYETHERS AND EPOXIDE RESINS, IN PRIMARY FORMS; POLYCARBONATES, ALKYDS, POLYALLYL ESTERS AND OTHER POLYESTERS, IN PRIMARY FORMS",5881460868.00,
FAS Value,3908,"POLYAMIDES, IN PRIMARY FORMS",2785049833.00,
FAS Value,3909,"AMINO-RESINS, PHENOLIC RESINS AND POLYURETHANES, IN PRIMARY FORMS",1818583886.00,
FAS Value,3910,"SILICONES, IN PRIMARY FORMS",1387307945.00,
FAS Value,3911,"PETROLEUM RESINS, COUMARONE-INDENE RESINS, POLYTERPENES, POLYSULFIDES, POLYSULFONES AND OTHER SPECIFIC SYNTHETIC POLYMERS NESOI, IN PRIMARY FORMS",1132831808.00,
FAS Value,3912,"CELLULOSE AND ITS CHEMICAL DERIVATIVES NESOI, IN PRIMARY FORMS",1538090460.00,
FAS Value,3913,"NATURAL POLYMERS AND MODIFIED NATURAL POLYMERS (INCLUDING HARDENED PROTEINS AND CHEMICAL DERIVATIVES OF NATURAL RUBBER), NESOI, IN PRIMARY FORMS",369051467.00,
FAS Value,3914,"ION-EXCHANGERS BASED ON POLYMERS OF NATURAL OR SYNTHETIC PLASTICS MATERIALS, IN PRIMARY FORMS",287817509.00,
FAS Value,3915,"WASTE, PARINGS AND SCRAP, OF PLASTICS",264308919.00,
FAS Value,3916,"MONOFILAMENT WITH A CROSS-SECTIONAL DIMENSION OVER 1 MM, RODS, STICKS AND PROFILE SHAPES, NOT MORE THAN SURFACE-WORKED, OF PLASTICS",562062852.00,
FAS Value,3917,"TUBES, PIPES AND HOSES, AND FITTINGS THEREFOR (INCLUDING JOINTS, ELBOWS AND FLANGES), OF PLASTICS",4050007817.00,
FAS Value,3918,"FLOOR COVERINGS, IN ROLLS OR TILES, OF PLASTICS; WALL OR CEILING COVERINGS, IN ROLLS NOT UNDER 45 CM (18 IN.) IN WIDTH, OF PLASTICS",301547512.00,
FAS Value,3919,"SELF-ADHESIVE PLATES, SHEETS, FILM, FOIL, TAPE AND OTHER FLAT SHAPES, OF PLASTICS",3409515349.00,
FAS Value,3920,"PLATES, SHEETS, FILM, FOIL AND STRIP, EXCEPT SELF-ADHESIVE, OF PLASTICS, NON-CELLULAR, NOT REINFORCED, LAMINATED ETC. OR COMBINED WITH OTHER MATERIALS",5697711435.00,
FAS Value,3921,"PLATES, SHEETS, FILM, FOIL AND STRIP NESOI, OF PLASTICS",3849952928.00,
FAS Value,3922,"BATHS, SHOWER BATHS, SINKS, WASHBASINS, BIDETS, LAVATORY PANS, SEATS AND COVERS, FLUSHING CISTERNS AND SIMILAR SANITARY WARE, OF PLASTICS",153554668.00,
FAS Value,3923,"ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS",6856609728.00,
FAS Value,3924,"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND TOILET ARTICLES OF PLASTICS",1038770573.00,
FAS Value,3925,"BUILDERS' WARE OF PLASTICS, NESOI",736385469.00,
FAS Value,3926,"ARTICLES OF PLASTICS AND ARTICLES OF POLYMERS AND RESINS OF HEADINGS 3901 TO 3914, NESOI",9058195889.00,
FAS Value,4001,"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",88488410.00,
FAS Value,4002,"SYNTHETIC RUBBER AND FACTICE IN PRIMARY FORMS ETC.; MIXTURES OF NATURAL RUBBER OR GUMS WITH SYNTHETIC RUBBER OR FACTICE, IN PRIMARY FORMS ETC.",2642390811.00,
FAS Value,4003,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",28760898.00,
FAS Value,4004,"WASTE, PARINGS AND SCRAP OF RUBBER (OTHER THAN HARD RUBBER) AND POWDERS AND GRANULES OBTAINED THEREFROM",69427454.00,
FAS Value,4005,"COMPOUNDED RUBBER, UNVULCANIZED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",833414406.00,
FAS Value,4006,"RODS, TUBES, PROFILE SHAPES AND OTHER FORMS NESOI, OF UNVULCANIZED RUBBER; ARTICLES (INCLUDING DISCS AND RINGS) OF UNVULCANIZED RUBBER",90443133.00,
FAS Value,4007,VULCANIZED RUBBER THREAD AND CORD,6516764.00,
FAS Value,4008,"PLATES, SHEETS, STRIP, RODS AND PROFILE SHAPES OF VULCANIZED RUBBER OTHER THAN HARD RUBBER",382876260.00,
FAS Value,4009,"TUBES, PIPES AND HOSES, OF UNHARDENED VULCANIZED RUBBER",1234888839.00,
FAS Value,4010,"CONVEYOR OR TRANSMISSION BELTS OR BELTING, OF VULCANIZED RUBBER",450163231.00,
FAS Value,4011,"NEW PNEUMATIC TIRES, OF RUBBER",4941275622.00,
FAS Value,4012,"RETREADED OR USED PNEUMATIC TIRES OF RUBBER; SOLID OR CUSHION TIRES, TIRE TREADS AND TIRE FLAPS, OF RUBBER",153786589.00,
FAS Value,4013,"INNER TUBES FOR TIRES, OF RUBBER",11585794.00,
FAS Value,4014,"HYGIENIC OR PHARMACEUTICAL ARTICLES, OF UNHARDENED VULCANIZED RUBBER, WITH OR WITHOUT FITTINGS OF HARDENED RUBBER",27315140.00,
FAS Value,4015,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS), FOR ALL PURPOSES, OF UNHARDENED VULCANIZED RUBBER",170059731.00,
FAS Value,4016,"ARTICLES NESOI, OF UNHARDENED VULCANIZED RUBBER",3287207565.00,
FAS Value,4017,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER",8489866.00,
FAS Value,4101,"RAW HIDES AND SKINS OF BOVINE OR EQUINE ANIMALS (FRESH OR PRESERVED, BUT NOT TANNED OR FURTHER PREPARED), WHETHER OR NOT DEHAIRED OR SPLIT",642859427.00,
FAS Value,4102,"RAW SKINS OF SHEEP OR LAMBS, OTHER THAN ASTRAKHAN, BROADTAIL, CARACUL OR SIMILAR SKINS (FRESH OR PRESERVED, BUT NOT TANNED OR FURTHER PREPARED)",6768074.00,
FAS Value,4103,"RAW HIDES AND SKINS NESOI (FRESH OR PRESERVED, BUT NOT TANNED OR FURTHER PREPARED), WHETHER OR NOT DEHAIRED OR SPLIT",149102306.00,
FAS Value,4104,"TANNED OR CRUST HIDES/SKINS OF BOVINE (INC. BUFFALO) OR EQUINE ANIMALS, WITHOUT HAIR ON WHETHER/NOT SPLIT, NT FURT PREPED, NES",454255060.00,
FAS Value,4105,"TANNED OR CRUST SKINS OF SHEEP OR LAMB, WITHOUT WOOL ON, WHETHER OR NOT SPLIT, BUT NOT FURTHER PREPARED, NESOI",581608.00,
FAS Value,4106,"TANNED OR CRUST HIDES OF OTHER ANIMALS,  WITHOUT HAIR ON, WHETHER OR NOT SPLIT, BUT NOT FURTHER PREPARED, NESOI",1593075.00,
FAS Value,4107,"LEATHER FURTHER PREPED AFTER TANNING/CRUSTING, INCD PARCHMENT-DRESSED LTHR OF BOVINE/EQUINE ANIMALS,  NESOI, WITHOUT HAIR ON, WHETHER/NOT SPLIT,NES",145277665.00,
FAS Value,4112,"SHEEP/LAMB LEATHER FURTHER PERPARED AFTER TANNING/CRUSTING, INCLUDING PARCHEMENT-DRESSED LEATHER, W/O WOOL ON, WHR NT SPLIT, NT HD 414",642565.00,
FAS Value,4113,"LEATHER FURTHER PREPED AFTER TANNING/CRUSTING, INCLUDING PARCHEMENT-DRESSED LEATHER, OF OTHER ANIMALS, W/O WOOL/ HAIR ON, WHETHER/ NT SPLIT,NT HD 4114",6063116.00,
FAS Value,4114,CHAMOIS (INCLUDING COMBINATION CHAMOIS) LEATHER; PATENT LEATHER & PATENT LAMINATED LEATHER; METALLIZED LEATHER,5765008.00,
FAS Value,4115,"COMPOSITE LEATHER W/BAS OF LTHR/FIBR IN SLAB/SHT/STP WHTR/NT IN ROLLS,PARING & WRK OF LTHR, NT SUT. FOR MANUFT OF ARTCL; LTHR DUST/PWD/FLR",3693608.00,
FAS Value,4201,"SADDLERY AND HARNESS FOR ANY ANIMAL (INCLUDING TRACES, LEADS, KNEE PADS, MUZZLES, SADDLE CLOTHS, SADDLE BAGS, DOG COATS AND THE LIKE), OF ANY MATERIAL",65519274.00,
FAS Value,4202,"TRAVEL GOODS, VANITY CASES, BINOCULAR AND CAMERA CASES, HANDBAGS, WALLETS, CUTLERY CASES AND SIMILAR CONTAINERS, OF VARIOUS SPECIFIED MATERIALS",1301589402.00,
FAS Value,4203,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR COMPOSITION LEATHER",152598453.00,
FAS Value,4205,"ARTICLES OF LEATHER OR COMPOSITION LEATHER, NESOI",38738558.00,
FAS Value,4206,"ARTICLES OF GUT (OTHER THAN SILKWORM GUT), OF GOLDBEATER'S SKIN, OF BLADDERS OR OF TENDONS",2867632.00,
FAS Value,4301,"RAW FURSKINS NESOI (OTHER THAN RAW HIDES AND SKINS USUALLY USED FOR LEATHER), INCLUDING HEADS, TAILS AND PIECES OR CUTTINGS SUITABLE FOR FURRIERS' USE",72555883.00,
FAS Value,4302,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS AND OTHER PIECES OR CUTTINGS), WHETHER OR NOT ASSEMBLED",15820400.00,
FAS Value,4303,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN",18851768.00,
FAS Value,4304,ARTIFICIAL FUR AND ARTICLES THEREOF,4558782.00,
FAS Value,4401,"FUEL WOOD IN LOGS, FAGGOTS ETC.; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES OR OTHER FORMS",2169321131.00,
FAS Value,4402,"WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED",17805400.00,
FAS Value,4403,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED",1729398043.00,
FAS Value,4404,"HOOPWOOD; SPLIT POLES; PILES, PICKETS AND STAKES OF WOOD, POINTED; ROUGHLY TRIMMED WOODEN STICKS FOR WALKING-STICKS, ETC.; CHIPWOOD AND THE LIKE",6707377.00,
FAS Value,4405,WOOD WOOL (EXCELSIOR); WOOD FLOUR,6632761.00,
FAS Value,4406,RAILWAY OR TRAMWAY SLEEPERS (CROSS-TIES) OF WOOD,183657439.00,
FAS Value,4407,"WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, MORE THAN 6 MM (.236 IN.) THICK",2712098584.00,
FAS Value,4408,"VENEER SHEETS AND SHEETS FOR PLYWOOD AND OTHER WOOD SAWN LENGTHWISE, SLICED OR PEELED, NOT MORE THAN 6 MM (.236 IN.) THICK",325800513.00,
FAS Value,4409,"WOOD, CONTINUOUSLY SHAPED (TONGUED, GROOVED, MOLDED, ETC.) ALONG ANY OF ITS EDGES OR FACES",213752507.00,
FAS Value,4410,PARTICLE BOARD AND SIMILAR BOARD OF WOOD OR OTHER LIGNEOUS MATERIALS,243333500.00,
FAS Value,4411,FIBERBOARD OF WOOD OR OTHER LIGNEOUS MATERIALS,196598842.00,
FAS Value,4412,"PLYWOOD, VENEERED PANELS AND SIMILAR LAMINATED WOOD",271070679.00,
FAS Value,4413,"DENSIFIED WOOD, IN BLOCKS, PLATES, STRIPS OR PROFILE SHAPES",10558404.00,
FAS Value,4414,"WOODEN FRAMES FOR PAINTINGS, PHOTOGRAPHS, MIRRORS OR SIMILAR OBJECTS",16524073.00,
FAS Value,4415,"PACKING CASES, CRATES, DRUMS AND SIMILAR PACKINGS OF WOOD; CABLE-DRUMS OF WOOD; PALLETS AND OTHER LOAD BOARDS OF WOOD; PALLET COLLARS OF WOOD",213796501.00,
FAS Value,4416,"CASKS, BARRELS, VATS, TUBS AND OTHER COOPERS' PRODUCTS AND PARTS THEREOF, OF WOOD, INCLUDING STAVES",442344052.00,
FAS Value,4417,"TOOLS, TOOL BODIES, TOOL HANDLES, BROOM OR BRUSH BODIES AND HANDLES, OF WOOD; BOOT OR SHOE LASTS AND TREES OF WOOD",10669096.00,
FAS Value,4418,"BUILDERS' JOINERY AND CARPENTRY OF WOOD, INCLUDING CELLULAR WOOD PANELS, ASSEMBLED PARQUET PANELS, SHINGLES AND SHAKES",552772450.00,
FAS Value,4419,"TABLEWARE AND KITCHENWARE, OF WOOD",23834207.00,
FAS Value,4420,"WOOD MARQUETRY AND INLAID WOOD; CASES ETC. FOR JEWELRY OR CUTLERY AND SIMILAR ARTICLES, STATUETTES AND OTHER ORNAMENTS, OF WOOD; WOOD FURNITURE NESOI",31696798.00,
FAS Value,4421,"ARTICLES OF WOOD, NESOI",182070306.00,
FAS Value,4501,"NATURAL CORK, RAW OR SIMPLY PREPARED; WASTE CORK; CRUSHED, GRANULATED OR GROUND CORK",3794335.00,
FAS Value,4502,"NATURAL CORK, DEBACKED OR ROUGHLY SQUARED, OR RECTANGULAR (OR SQUARE) BLOCKS, PLATES, SHEETS OR STRIP, AND SHARP-EDGED BLANKS FOR CORKS OR STOPPERS",380656.00,
FAS Value,4503,ARTICLES OF NATURAL CORK,11342216.00,
FAS Value,4504,AGGLOMERATED CORK AND ARTICLES THEREOF,10810430.00,
FAS Value,4601,"PLAITS AND SIMILAR PRODUCTS OF PLAITING MATERIALS; PLAITING MATERIALS ETC. BOUND IN STRANDS OR WOVEN IN SHEETS, WHETHER OR NOT BEING FINISHED ARTICLES",7500436.00,
FAS Value,4602,"BASKETWORK, WICKERWORK AND OTHER ARTICLES, MADE DIRECTLY TO SHAPE FROM PLAITING MATERIALS OR FROM PRODUCTS OF PLAITING MATERIALS; ARTICLES OF LOOFAH",13220788.00,
FAS Value,4701,MECHANICAL WOODPULP,17226156.00,
FAS Value,4702,"CHEMICAL WOODPULP, DISSOLVING GRADES",669288897.00,
FAS Value,4703,"CHEMICAL WOODPULP, SODA OR SULFATE, OTHER THAN DISSOLVING GRADES",5186815129.00,
FAS Value,4704,"CHEMICAL WOODPULP, SULFITE, OTHER THAN DISSOLVING GRADES",17559372.00,
FAS Value,4705,WOOD PULP OBTAINIED BY A COMBINATION OF MECHANICAL AND CHEMICAL PULPING PROCESSES,23663769.00,
FAS Value,4706,PULPS OF FIBERS DERIVED FROM RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD OR FROM OTHER CELLULOSIC MATERIAL,150970618.00,
FAS Value,4707,WASTE AND SCRAP OF PAPER OR PAPERBOARD,2456470346.00,
FAS Value,4801,"NEWSPRINT, IN ROLLS OR SHEETS",66300785.00,
FAS Value,4802,"PAPER AND PAPERBOARD, UNCOATED, FOR WRITING, PRINTING ETC., PUNCH CARD STOCK AND PUNCH TAPE PAPER, IN ROLLS OR SHEETS; HANDMADE PAPER AND PAPERBOARD",470861089.00,
FAS Value,4803,"TOILET, FACIAL TISSUE, TOWEL OR NAPKIN STOCK AND SIMILAR PAPER, CELLULOSE FIBER WADDING AND WEBS, IN ROLLS OR SHEETS OVER",305073833.00,
