"","Data.Type","HTS.Number","Description","X2024","parent"
"369","FAS Value",3204,"SYNTHETIC ORGANIC COLORING MATTER AND PREPARATIONS BASED THEREON; SYNTHETIC ORGANIC PRODUCTS USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES",923437757,32
"370","FAS Value",3205,"COLOR LAKES; PREPARATIONS BASED ON COLOR LAKES",36152381,32
"371","FAS Value",3206,"COLORING MATTER NESOI; COLORING PREPARATIONS NESOI; INORGANIC PRODUCTS USED AS LUMINOPHORES",1683794883,32
"372","FAS Value",3207,"PREPARED PIGMENTS, OPACIFIERS AND COLORS, VITRIFIABLE ENAMELS ETC. USED IN THE CERAMIC, ENAMELING OR GLASS INDUSTRY; GLASS (FRIT OR OTHER) POWDER ETC.",228307125,32
"373","FAS Value",3208,"PAINTS AND VARNISHES BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS IN A NONAQUEOUS MEDIUM; SOLUTIONS BASED ON SPECIFIED POLYMERS",1670963189,32
"374","FAS Value",3209,"PAINTS AND VARNISHES BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS IN AN AQUEOUS MEDIUM",1093044493,32
"375","FAS Value",3210,"PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FINISHING LEATHER",68596166,32
"376","FAS Value",3211,"PREPARED DRIERS",9630035,32
"377","FAS Value",3212,"PIGMENTS DISPERSED IN NONAQUEOUS MEDIA, IN LIQUID OR PASTE FORM, FOR PAINT MANUFACTURE; STAMPING FOILS; DYES AND OTHER COLORS PACKAGED FOR RETAIL SALE",215292228,32
"378","FAS Value",3213,"ARTISTS', STUDENTS' OR SIGNBOARD PAINTERS' COLORS, MODIFYING TINTS ETC., IN TABLETS, TUBES, JARS, BOTTLES OR IN SIMILAR FORMS OR PACKINGS",61583966,32
"379","FAS Value",3214,"GLAZIERS' PUTTY, CAULKING COMPOUNDS AND OTHER MASTICS; PAINTERS' FILLINGS; NONREFRACTORY SURFACING PREPARATIONS FOR FACADES, INDOOR WALLS, FLOORS ETC.",1131356762,32
"380","FAS Value",3215,"PRINTING INK, WRITING OR DRAWING INK AND OTHER INKS, WHETHER OR NOT CONCENTRATED OR SOLID",784993969,32
"381","FAS Value",3301,"ESSENTIAL OILS, CONCRETES AND ABSOLUTES; RESINOID;EXTRACTED OLEORESINS; CONCEN OF ESSEN OILS AND TERPENIC BY PRODS; AQUEOUS SOLUTNS ETC. OF ESSEN OIL",751828298,33
"382","FAS Value",3302,"MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES BASED ON ONE OR MORE ODORIFEROUS SUBSTANCES, OF A KIND USED AS RAW MATERIALS IN INDUSTRY OR BEV MFG",2819324130,33
"383","FAS Value",3303,"PERFUMES AND TOILET WATERS",2074686921,33
"384","FAS Value",3304,"BEAUTY OR MAKE-UP AND SKIN-CARE PREPARATIONS (OTHER THAN MEDICAMENTS), INCLUDING SUNSCREENS ETC.; MANICURE OR PEDICURE PREPARATIONS",6193018765,33
"385","FAS Value",3305,"PREPARATIONS FOR USE ON THE HAIR",1679029807,33
"386","FAS Value",3306,"PREPARATIONS FOR ORAL OR DENTAL HYGIENE, INCLUDING DENTURE FIXATIVE PASTES AND POWDERS; DENTAL FLOSS YARN",581124572,33
"387","FAS Value",3307,"PERSONAL PERFUMERY, COSMETIC OR TOILET PREPARATIONS NESOI, INCLUDING SHAVING AND BATH PREPARATIONS AND DEODORANTS ETC.; PREPARED ROOM DEODORIZERS",1256567445,33
"388","FAS Value",3401,"SOAP; ORGANIC SURFACE-ACTIVE PRODUCTS FOR USE AS SOAP, IN BARS, CAKES ETC.; PAPER, WADDING, FELT ETC., IMPREGNATED OR COATED WITH SOAP OR DETERGENT",1239932355,34
"389","FAS Value",3402,"ORGANIC SURFACE-ACTIVE AGENTS (OTHER THAN SOAP); SURFACE-ACTIVE, WASHING, AND CLEANING PREPARATIONS, WHETHER OR NOT CONTAINING SOAP, NESOI",3805816654,34
"390","FAS Value",3403,"LUBRICATING PREPARATIONS; ANTIRUST ETC. PREPARATIONS BASED ON LUBRICANTS; PREPARATIONS FOR THE OIL OR GREASE TREATMENT OF TEXTILES, LEATHER, FURS ETC.",2011535699,34
"391","FAS Value",3404,"ARTIFICIAL WAXES AND PREPARED WAXES",501457545,34
"392","FAS Value",3405,"POLISHES AND CREAMS, FOR FOOTWEAR, FURNITURE, FLOORS, COACHWORK, GLASS OR METAL; SCOURING PASTES, POWDERS AND PREPARATIONS NESOI",491742649,34
"393","FAS Value",3406,"CANDLES, TAPERS AND THE LIKE",179521699,34
"394","FAS Value",3407,"MODELING PASTES, INCLUDING THOSE FOR CHILDREN; DENTAL IMPRESSION COMPOUNDS; PREPARATIONS FOR USE IN DENTISTRY, WITH A BASIS OF PLASTER",74821806,34
"395","FAS Value",3501,"CASEIN, CASEINATES AND OTHER CASEIN DERIVATIVES; CASEIN GLUES",79784082,35
"396","FAS Value",3502,"ALBUMINS (INCL CNCENTRTES TWO/MORE WHEY PROTEINS, CNTNG BY WEIGHT MORE THN 80% WHEY PROTEINS CALCULATED ON DRY MATTR), ALBUMINATES & OTH ALBUMIN DERIV",865854367,35
"397","FAS Value",3503,"GELATIN (INCLUDING GELATIN IN RECTANGULAR OR SQUARE SHEETS) AND GELATIN DERIVATIVES; ISINGLASS; OTHER GLUE OF ANIMAL ORIGIN (EXCEPT CASEIN GLUE) NESOI",85105298,35
"398","FAS Value",3504,"PEPTONES AND DERIVATIVES; OTHER PROTEINS AND DERIVATIVES, NESOI; HIDE POWDER, CHROMED OR NOT",657004533,35
"399","FAS Value",3505,"DEXTRINS AND OTHER MODIFIED STARCHES; GLUES BASED ON STARCHES, OR ON DEXTRINS OR OTHER MODIFIED STARCHES",474653227,35
"400","FAS Value",3506,"PREPARED GLUES AND ADHESIVES NESOI; PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES, PACKAGED FOR RETAIL SALE, WITH NET WEIGHT NOT OVER 1 KG (2.2 LBS)",1707478235,35
"401","FAS Value",3507,"ENZYMES; PREPARED ENZYMES NESOI",1026078206,35
"402","FAS Value",3601,"PROPELLANT POWDERS",262900673,36
"403","FAS Value",3602,"PREPARED EXPLOSIVES, OTHER THAN PROPELLENT POWDERS",339836703,36
"404","FAS Value",3603,"SAFETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS",359724868,36
"405","FAS Value",3604,"FIREWORKS, SIGNALLING FLARES, RAIN ROCKETS, FOG SIGNALS AND OTHER PYROTECHNIC ARTICLES",90454357,36
"406","FAS Value",3605,"MATCHES, OTHER THAN PYROTECHNIC ARTICLES",1201910,36
"407","FAS Value",3606,"FERROCERIUM AND OTHER PYROPHORIC ALLOYS IN ALL FORMS; ARTICLES OF SPECIFIED COMBUSTIBLE MATERIALS",25714436,36
"408","FAS Value",3701,"PHOTOGRAPHIC PLATES AND FILM, FLAT, SENSITIZED, UNEXPOSED, NOT OF PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM, FLAT, SENSITIZED, UNEXPOSED",393799533,37
"409","FAS Value",3702,"PHOTOGRAPHIC FILM IN ROLLS, SENSITIZED, UNEXPOSED, NOT OF PAPER, PAPERBOARD OR TEXTILES; INSTANT PRINT FILM IN ROLLS, SENSITIZED, UNEXPOSED",507926316,37
"410","FAS Value",3703,"PHOTOGRAPHIC PAPER, PAPERBOARD AND TEXTILES, SENSITIZED, UNEXPOSED",7708512,37
"411","FAS Value",3704,"PHOTOGRAPHIC PLATES, FILM, PAPER, PAPERBOARD AND TEXTILES, EXPOSED BUT NOT DEVELOPED",1924392,37
"412","FAS Value",3705,"PHOTOGRAPHIC PLATES AND FILM (OTHER THAN MOTION-PICTURE FILM), EXPOSED AND DEVELOPED",989026231,37
"413","FAS Value",3706,"MOTION-PICTURE FILM, EXPOSED AND DEVELOPED, WITH OR WITHOUT SOUND TRACK OR CONSISTING ONLY OF SOUND TRACK",650890,37
"414","FAS Value",3707,"CHEMICAL PREPARATIONS FOR USE IN PHOTOGRAPHY; UNMIXED PRODUCTS FOR PHOTOGRAPHIC USES, PACKAGED IN MEASURED PORTIONS READY FOR USE OR RETAIL SALE",596934138,37
"415","FAS Value",3801,"ARTIFICIAL GRAPHITE; COLLOIDAL GRAPHITE; PREPARATIONS BASED ON GRAPHITE OR OTHER CARBON IN PASTES, BLOCKS, PLATES OR OTHER SEMIMANUFACTURES",209700900,38
"416","FAS Value",3802,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK",518549123,38
"417","FAS Value",3803,"TALL OIL, WHETHER OR NOT REFINED",273511711,38
"418","FAS Value",3804,"RESIDUAL LYES FROM THE MANUFACTURE OF WOOD PULP, WHETHER OR NOT CONCENTRATED, DESUGARED ETC., INCLUDING LIGNIN SULFONATES, BUT EXCLUDING TALL OIL",72639502,38
"419","FAS Value",3805,"GUM, WOOD OR SULFATE TURPENTINE ETC. FROM CONIFEROUS WOODS; CRUDE DIPENTENE; SULFITE TURPENTINE ETC.; PINE OIL WITH ALPHA-TERPINEOL PREDOMINATING",37414482,38
"420","FAS Value",3806,"ROSIN AND RESIN ACIDS AND DERIVATIVES THEREOF; ROSIN SPIRIT AND ROSIN OILS; RUN GUMS",105649091,38
"421","FAS Value",3807,"WOOD TAR; WOOD TAR OILS; WOOD CRESOTE; WOOD NAPHTHA; VEGETABLE PITCH; BREWERS' PITCH AND LIKE PRODUCTS BASED ON ROSIN, RESIN ACIDS OR VEGETABLE PITCH",42824381,38
"422","FAS Value",3808,"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTISPROUTING PRODUCTS ETC., PACKAGED FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES",4830215514,38
"423","FAS Value",3809,"FINISHING AGENTS, DYE CARRIERS AND OTHER PREPARATIONS (DRESSINGS, MORDANTS ETC.) USED IN THE TEXTILE, PAPER, LEATHER OR LIKE INDUSTRIES, NESOI",446948411,38
"424","FAS Value",3810,"PICKLING PREPARATIONS FOR METAL SURFACES; SOLDERING, BRAZING OR WELDING FLUXES, POWDERS AND PASTES ETC.; CORES OR COATINGS FOR WELDING ELECTRODES ETC.",280256171,38
"425","FAS Value",3811,"ANTIKNOCK PREPARATIONS AND OTHER ADDITIVES FOR MINERAL OILS (INCLUDING GASOLINE) OR FOR OTHER LIQUIDS USED FOR THE SAME PURPOSES AS MINERAL OILS",3090584266,38
"426","FAS Value",3812,"PREPARED RUBBER ACCELERATORS: COMPOUND PLASTICIZERS NESOI AND ANTIOXIDIZING PREPARATIONS AND OTHER COMPOUND STABILIZERS FOR RUBBER OR PLASTICS",496014665,38
"427","FAS Value",3813,"PREPARATIONS AND CHARGES FOR FIRE-EXTINGUISHERS; CHARGED FIRE-EXTINGUISHNG GRENADES",74379292,38
"428","FAS Value",3814,"ORGANIC COMPOSITE SOLVENTS AND THINNERS, NESOI; PREPARED PAINT OR VARNISH REMOVERS",248685461,38
"429","FAS Value",3815,"REACTION INITIATORS, REACTION ACCELERATORS AND CATALYTIC PREPARATIONS NESOI",4686230458,38
"430","FAS Value",3816,"REFRACTORY CEMENTS, MORTARS, CONCRETES, AND SIMILAR COMPOSITIONS (EXCEPT OF GRAPHITE OR OTHER CARBON PREPARATIONS), NESOI",230872368,38
"431","FAS Value",3817,"MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES NESOI",282367647,38
"432","FAS Value",3818,"CHEMICAL ELEMENTS DOPED FOR USE IN ELECTRONICS, IN THE FORM OF DISCS, WAFERS OR SIMILAR FORMS; CHEMICAL COMPOUNDS DOPED FOR USE IN ELECTRONICS",2063003670,38
"433","FAS Value",3819,"HYDRAULIC BRAKE FLUIDS AND PREPARED LIQUIDS FOR HYDRAULIC TRANSMISSION, WITH LESS THAN 70% (IF ANY) BY WEIGHT OF PETROLEUM OR BITUMINOUS MINERAL OILS",178798152,38
"434","FAS Value",3820,"ANTIFREEZING PREPARATIONS AND PREPARED DEICING FLUIDS",219377562,38
"435","FAS Value",3821,"PREPARED CULTURE MEDIA FOR DEVELOPMENT OF MICROORGANISMS",843858181,38
"436","FAS Value",3822,"COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS, OTHER THAN PHARMACEUTICAL PREPARATIONS OF HEADING 3002 OR 3006",10727371146,38
"437","FAS Value",3823,"INDUSTRIAL MONOCARBOXYLIC FATTY ACIDS; ACID OILS FROM REFINING; INDUSTRIAL FATTY ALCOHOLS",492896151,38
"438","FAS Value",3824,"BINDERS MADE FOR FOUNDRY MOLDS OR CORES; CHEMICAL PRODUCTS AND PREPARATIONS, INCLUDING RESIDUAL PRODUCTS, OF THE CHEMICAL OR ALLIED INDUSTRIES, NESOI",5843225511,38
"439","FAS Value",3825,"RESIDUAL PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES, NESOI; MUNICIPAL WASTE; SEWAGE SLUDGE; OTHER WASTE SPECIFIED IN NOTE 6 TO THIS CHAPTER",48128328,38
"440","FAS Value",3826,"BIODIESEL AND MIXTURES THEREOF, NOT CONTAINING OR CONTAINING LESS THAN 70% BY WEIGHT OF PETROLEUM OILS OR OILS OBTAINED FROM BITUMINOUS MINERALS",798375225,38
"441","FAS Value",3827,"MIXTURES CONTAINING HALOGENATED DERIVATIVES OF METHANE, ETHANE OR PROPANE, NOT ELSEWHERE SPECIFIED OR INCLUDED",112372995,38
"442","FAS Value",3901,"POLYMERS OF ETHYLENE, IN PRIMARY FORMS",16469221612,39
"443","FAS Value",3902,"POLYMERS OF PROPYLENE OR OF OTHER OLEFINS, IN PRIMARY FORMS",4262211721,39
"444","FAS Value",3903,"POLYMERS OF STYRENE, IN PRIMARY FORMS",1443010406,39
"445","FAS Value",3904,"POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS",3931613692,39
"446","FAS Value",3905,"POLYMERS OF VINYL ACETATE OR OF OTHER VINYL ESTERS, IN PRIMARY FORMS; VINYL POLYMERS NESOI, IN PRIMARY FORMS",914644369,39
"447","FAS Value",3906,"ACRYLIC POLYMERS, IN PRIMARY FORMS",1878744458,39
"448","FAS Value",3907,"POLYACETALS, OTHER POLYETHERS AND EPOXIDE RESINS, IN PRIMARY FORMS; POLYCARBONATES, ALKYDS, POLYALLYL ESTERS AND OTHER POLYESTERS, IN PRIMARY FORMS",5881460868,39
"449","FAS Value",3908,"POLYAMIDES, IN PRIMARY FORMS",2785049833,39
"450","FAS Value",3909,"AMINO-RESINS, PHENOLIC RESINS AND POLYURETHANES, IN PRIMARY FORMS",1818583886,39
"451","FAS Value",3910,"SILICONES, IN PRIMARY FORMS",1387307945,39
"452","FAS Value",3911,"PETROLEUM RESINS, COUMARONE-INDENE RESINS, POLYTERPENES, POLYSULFIDES, POLYSULFONES AND OTHER SPECIFIC SYNTHETIC POLYMERS NESOI, IN PRIMARY FORMS",1132831808,39
"453","FAS Value",3912,"CELLULOSE AND ITS CHEMICAL DERIVATIVES NESOI, IN PRIMARY FORMS",1538090460,39
"454","FAS Value",3913,"NATURAL POLYMERS AND MODIFIED NATURAL POLYMERS (INCLUDING HARDENED PROTEINS AND CHEMICAL DERIVATIVES OF NATURAL RUBBER), NESOI, IN PRIMARY FORMS",369051467,39
"455","FAS Value",3914,"ION-EXCHANGERS BASED ON POLYMERS OF NATURAL OR SYNTHETIC PLASTICS MATERIALS, IN PRIMARY FORMS",287817509,39
"456","FAS Value",3915,"WASTE, PARINGS AND SCRAP, OF PLASTICS",264308919,39
"457","FAS Value",3916,"MONOFILAMENT WITH A CROSS-SECTIONAL DIMENSION OVER 1 MM, RODS, STICKS AND PROFILE SHAPES, NOT MORE THAN SURFACE-WORKED, OF PLASTICS",562062852,39
"458","FAS Value",3917,"TUBES, PIPES AND HOSES, AND FITTINGS THEREFOR (INCLUDING JOINTS, ELBOWS AND FLANGES), OF PLASTICS",4050007817,39
"459","FAS Value",3918,"FLOOR COVERINGS, IN ROLLS OR TILES, OF PLASTICS; WALL OR CEILING COVERINGS, IN ROLLS NOT UNDER 45 CM (18 IN.) IN WIDTH, OF PLASTICS",301547512,39
"460","FAS Value",3919,"SELF-ADHESIVE PLATES, SHEETS, FILM, FOIL, TAPE AND OTHER FLAT SHAPES, OF PLASTICS",3409515349,39
"461","FAS Value",3920,"PLATES, SHEETS, FILM, FOIL AND STRIP, EXCEPT SELF-ADHESIVE, OF PLASTICS, NON-CELLULAR, NOT REINFORCED, LAMINATED ETC. OR COMBINED WITH OTHER MATERIALS",5697711435,39
"462","FAS Value",3921,"PLATES, SHEETS, FILM, FOIL AND STRIP NESOI, OF PLASTICS",3849952928,39
"463","FAS Value",3922,"BATHS, SHOWER BATHS, SINKS, WASHBASINS, BIDETS, LAVATORY PANS, SEATS AND COVERS, FLUSHING CISTERNS AND SIMILAR SANITARY WARE, OF PLASTICS",153554668,39
"464","FAS Value",3923,"ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS",6856609728,39
"465","FAS Value",3924,"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND TOILET ARTICLES OF PLASTICS",1038770573,39
"466","FAS Value",3925,"BUILDERS' WARE OF PLASTICS, NESOI",736385469,39
"467","FAS Value",3926,"ARTICLES OF PLASTICS AND ARTICLES OF POLYMERS AND RESINS OF HEADINGS 3901 TO 3914, NESOI",9058195889,39
"468","FAS Value",4001,"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",88488410,40
"469","FAS Value",4002,"SYNTHETIC RUBBER AND FACTICE IN PRIMARY FORMS ETC.; MIXTURES OF NATURAL RUBBER OR GUMS WITH SYNTHETIC RUBBER OR FACTICE, IN PRIMARY FORMS ETC.",2642390811,40
"470","FAS Value",4003,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",28760898,40
"471","FAS Value",4004,"WASTE, PARINGS AND SCRAP OF RUBBER (OTHER THAN HARD RUBBER) AND POWDERS AND GRANULES OBTAINED THEREFROM",69427454,40
"472","FAS Value",4005,"COMPOUNDED RUBBER, UNVULCANIZED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",833414406,40
"473","FAS Value",4006,"RODS, TUBES, PROFILE SHAPES AND OTHER FORMS NESOI, OF UNVULCANIZED RUBBER; ARTICLES (INCLUDING DISCS AND RINGS) OF UNVULCANIZED RUBBER",90443133,40
"474","FAS Value",4007,"VULCANIZED RUBBER THREAD AND CORD",6516764,40
"475","FAS Value",4008,"PLATES, SHEETS, STRIP, RODS AND PROFILE SHAPES OF VULCANIZED RUBBER OTHER THAN HARD RUBBER",382876260,40
"476","FAS Value",4009,"TUBES, PIPES AND HOSES, OF UNHARDENED VULCANIZED RUBBER",1234888839,40
"477","FAS Value",4010,"CONVEYOR OR TRANSMISSION BELTS OR BELTING, OF VULCANIZED RUBBER",450163231,40
"478","FAS Value",4011,"NEW PNEUMATIC TIRES, OF RUBBER",4941275622,40
"479","FAS Value",4012,"RETREADED OR USED PNEUMATIC TIRES OF RUBBER; SOLID OR CUSHION TIRES, TIRE TREADS AND TIRE FLAPS, OF RUBBER",153786589,40
"480","FAS Value",4013,"INNER TUBES FOR TIRES, OF RUBBER",11585794,40
"481","FAS Value",4014,"HYGIENIC OR PHARMACEUTICAL ARTICLES, OF UNHARDENED VULCANIZED RUBBER, WITH OR WITHOUT FITTINGS OF HARDENED RUBBER",27315140,40
"482","FAS Value",4015,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS), FOR ALL PURPOSES, OF UNHARDENED VULCANIZED RUBBER",170059731,40
"483","FAS Value",4016,"ARTICLES NESOI, OF UNHARDENED VULCANIZED RUBBER",3287207565,40
"484","FAS Value",4017,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER",8489866,40
"485","FAS Value",4101,"RAW HIDES AND SKINS OF BOVINE OR EQUINE ANIMALS (FRESH OR PRESERVED, BUT NOT TANNED OR FURTHER PREPARED), WHETHER OR NOT DEHAIRED OR SPLIT",642859427,41
"486","FAS Value",4102,"RAW SKINS OF SHEEP OR LAMBS, OTHER THAN ASTRAKHAN, BROADTAIL, CARACUL OR SIMILAR SKINS (FRESH OR PRESERVED, BUT NOT TANNED OR FURTHER PREPARED)",6768074,41
"487","FAS Value",4103,"RAW HIDES AND SKINS NESOI (FRESH OR PRESERVED, BUT NOT TANNED OR FURTHER PREPARED), WHETHER OR NOT DEHAIRED OR SPLIT",149102306,41
"488","FAS Value",4104,"TANNED OR CRUST HIDES/SKINS OF BOVINE (INC. BUFFALO) OR EQUINE ANIMALS, WITHOUT HAIR ON WHETHER/NOT SPLIT, NT FURT PREPED, NES",454255060,41
"489","FAS Value",4105,"TANNED OR CRUST SKINS OF SHEEP OR LAMB, WITHOUT WOOL ON, WHETHER OR NOT SPLIT, BUT NOT FURTHER PREPARED, NESOI",581608,41
"490","FAS Value",4106,"TANNED OR CRUST HIDES OF OTHER ANIMALS,  WITHOUT HAIR ON, WHETHER OR NOT SPLIT, BUT NOT FURTHER PREPARED, NESOI",1593075,41
"491","FAS Value",4107,"LEATHER FURTHER PREPED AFTER TANNING/CRUSTING, INCD PARCHMENT-DRESSED LTHR OF BOVINE/EQUINE ANIMALS,  NESOI, WITHOUT HAIR ON, WHETHER/NOT SPLIT,NES",145277665,41
"492","FAS Value",4112,"SHEEP/LAMB LEATHER FURTHER PERPARED AFTER TANNING/CRUSTING, INCLUDING PARCHEMENT-DRESSED LEATHER, W/O WOOL ON, WHR NT SPLIT, NT HD 414",642565,41
"493","FAS Value",4113,"LEATHER FURTHER PREPED AFTER TANNING/CRUSTING, INCLUDING PARCHEMENT-DRESSED LEATHER, OF OTHER ANIMALS, W/O WOOL/ HAIR ON, WHETHER/ NT SPLIT,NT HD 4114",6063116,41
"494","FAS Value",4114,"CHAMOIS (INCLUDING COMBINATION CHAMOIS) LEATHER; PATENT LEATHER & PATENT LAMINATED LEATHER; METALLIZED LEATHER",5765008,41
"495","FAS Value",4115,"COMPOSITE LEATHER W/BAS OF LTHR/FIBR IN SLAB/SHT/STP WHTR/NT IN ROLLS,PARING & WRK OF LTHR, NT SUT. FOR MANUFT OF ARTCL; LTHR DUST/PWD/FLR",3693608,41
"496","FAS Value",4201,"SADDLERY AND HARNESS FOR ANY ANIMAL (INCLUDING TRACES, LEADS, KNEE PADS, MUZZLES, SADDLE CLOTHS, SADDLE BAGS, DOG COATS AND THE LIKE), OF ANY MATERIAL",65519274,42
"497","FAS Value",4202,"TRAVEL GOODS, VANITY CASES, BINOCULAR AND CAMERA CASES, HANDBAGS, WALLETS, CUTLERY CASES AND SIMILAR CONTAINERS, OF VARIOUS SPECIFIED MATERIALS",1301589402,42
"498","FAS Value",4203,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR COMPOSITION LEATHER",152598453,42
"499","FAS Value",4205,"ARTICLES OF LEATHER OR COMPOSITION LEATHER, NESOI",38738558,42
"500","FAS Value",4206,"ARTICLES OF GUT (OTHER THAN SILKWORM GUT), OF GOLDBEATER'S SKIN, OF BLADDERS OR OF TENDONS",2867632,42
"501","FAS Value",4301,"RAW FURSKINS NESOI (OTHER THAN RAW HIDES AND SKINS USUALLY USED FOR LEATHER), INCLUDING HEADS, TAILS AND PIECES OR CUTTINGS SUITABLE FOR FURRIERS' USE",72555883,43
"502","FAS Value",4302,"TANNED OR DRESSED FURSKINS (INCLUDING HEADS, TAILS AND OTHER PIECES OR CUTTINGS), WHETHER OR NOT ASSEMBLED",15820400,43
"503","FAS Value",4303,"ARTICLES OF APPAREL, CLOTHING ACCESSORIES AND OTHER ARTICLES OF FURSKIN",18851768,43
"504","FAS Value",4304,"ARTIFICIAL FUR AND ARTICLES THEREOF",4558782,43
"505","FAS Value",4401,"FUEL WOOD IN LOGS, FAGGOTS ETC.; WOOD IN CHIPS OR PARTICLES; SAWDUST AND WOOD SCRAP, WHETHER OR NOT AGGLOMERATED IN LOGS, BRIQUETTES OR OTHER FORMS",2169321131,44
"506","FAS Value",4402,"WOOD CHARCOAL (INCLUDING SHELL OR NUT CHARCOAL), WHETHER OR NOT AGGLOMERATED",17805400,44
"507","FAS Value",4403,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED",1729398043,44
"508","FAS Value",4404,"HOOPWOOD; SPLIT POLES; PILES, PICKETS AND STAKES OF WOOD, POINTED; ROUGHLY TRIMMED WOODEN STICKS FOR WALKING-STICKS, ETC.; CHIPWOOD AND THE LIKE",6707377,44
"509","FAS Value",4405,"WOOD WOOL (EXCELSIOR); WOOD FLOUR",6632761,44
"510","FAS Value",4406,"RAILWAY OR TRAMWAY SLEEPERS (CROSS-TIES) OF WOOD",183657439,44
"511","FAS Value",4407,"WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, MORE THAN 6 MM (.236 IN.) THICK",2712098584,44
"512","FAS Value",4408,"VENEER SHEETS AND SHEETS FOR PLYWOOD AND OTHER WOOD SAWN LENGTHWISE, SLICED OR PEELED, NOT MORE THAN 6 MM (.236 IN.) THICK",325800513,44
"513","FAS Value",4409,"WOOD, CONTINUOUSLY SHAPED (TONGUED, GROOVED, MOLDED, ETC.) ALONG ANY OF ITS EDGES OR FACES",213752507,44
"514","FAS Value",4410,"PARTICLE BOARD AND SIMILAR BOARD OF WOOD OR OTHER LIGNEOUS MATERIALS",243333500,44
"515","FAS Value",4411,"FIBERBOARD OF WOOD OR OTHER LIGNEOUS MATERIALS",196598842,44
"516","FAS Value",4412,"PLYWOOD, VENEERED PANELS AND SIMILAR LAMINATED WOOD",271070679,44
"517","FAS Value",4413,"DENSIFIED WOOD, IN BLOCKS, PLATES, STRIPS OR PROFILE SHAPES",10558404,44
"518","FAS Value",4414,"WOODEN FRAMES FOR PAINTINGS, PHOTOGRAPHS, MIRRORS OR SIMILAR OBJECTS",16524073,44
"519","FAS Value",4415,"PACKING CASES, CRATES, DRUMS AND SIMILAR PACKINGS OF WOOD; CABLE-DRUMS OF WOOD; PALLETS AND OTHER LOAD BOARDS OF WOOD; PALLET COLLARS OF WOOD",213796501,44
"520","FAS Value",4416,"CASKS, BARRELS, VATS, TUBS AND OTHER COOPERS' PRODUCTS AND PARTS THEREOF, OF WOOD, INCLUDING STAVES",442344052,44
"521","FAS Value",4417,"TOOLS, TOOL BODIES, TOOL HANDLES, BROOM OR BRUSH BODIES AND HANDLES, OF WOOD; BOOT OR SHOE LASTS AND TREES OF WOOD",10669096,44
"522","FAS Value",4418,"BUILDERS' JOINERY AND CARPENTRY OF WOOD, INCLUDING CELLULAR WOOD PANELS, ASSEMBLED PARQUET PANELS, SHINGLES AND SHAKES",552772450,44
"523","FAS Value",4419,"TABLEWARE AND KITCHENWARE, OF WOOD",23834207,44
"524","FAS Value",4420,"WOOD MARQUETRY AND INLAID WOOD; CASES ETC. FOR JEWELRY OR CUTLERY AND SIMILAR ARTICLES, STATUETTES AND OTHER ORNAMENTS, OF WOOD; WOOD FURNITURE NESOI",31696798,44
"525","FAS Value",4421,"ARTICLES OF WOOD, NESOI",182070306,44
